username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
andreiagilnei,,False,Seguir,0,fazendeeira.csv,2025-08-02,7,andreiagilnei 21 21 813 813 891 891 Andréia Prunzel ❤️ Gilnei Maidano Casados 💏 Mamãe e Papai da👑 Luana 💝 A espera da 👑 Elisa 💝 Faça da sua Felicidade a sua Prioridade ♡ _ ♡🍃,21,21,813,https://www.threads.com/@andreiagilnei?xmt=AQF0234gQ3-vm67eBsqvXy3BiPJnA9JxQ-OZ1JSDXhLapF4,False,Pública,0,,,False,0,0,0
geovana_ribeiro112,,False,Seguir,0,fazendeeira.csv,2025-08-02,7,geovana_ribeiro112 7 7 243 243 244 244 Geovana Ribeiro GO🇧🇷 Geovana Ribeiro GO🇧🇷,7,7,243,,False,Pública,0,,,False,0,0,0
camilovieira986,,False,Seguir,0,fazendeeira.csv,2025-08-02,14,camilovieira986 0 0 125 125 377 377 Camilo Vieira,0,0,125,https://www.threads.com/@camilovieira986?xmt=AQF0f1QJ3GhWc9jABg2gdM7jCSLIWrV5mjMmNYC5lj75JHQ,False,Pública,0,,,False,0,0,0
kesiaagoomes,,False,Seguir,0,fazendeeira.csv,2025-08-02,9,kesiaagoomes 76 76 4.453 4.453 1.788 1.788 Késia Gomes Dream Big 🌻🌏,76,76,4453,https://www.threads.com/@kesiaagoomes?xmt=AQF0YlboS2ND31am02TGT0bkqEau6zZWDgBweJNG1lRXE1Y,False,Pública,0,,,False,0,0,0
eduarda_souzamendes,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,eduarda_souzamendes 38 38 752 752 1.023 1.023 Eduarda Souza,38,38,752,,False,Pública,0,,,False,0,0,0
creuzenir.rodrigues,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,,130,130,2054,,False,Erro inesperado,0,,,False,0,0,0
paulohenriquecabralvaz,,False,Seguir,0,fazendeeira.csv,2025-08-02,17,paulohenriquecabralvaz 1 1 403 403 2.467 2.467 Paulo Henrique,1,1,403,,False,Pública,0,,,False,0,0,0
pliniocosta001,,False,Seguir,0,fazendeeira.csv,2025-08-02,12,pliniocosta001 13 13 833 833 1.329 1.329 Plínio Costa Noleto,13,13,833,,False,Pública,0,,,False,0,0,0
kellyn_nascimento,,False,Seguir,0,fazendeeira.csv,2025-08-02,15,,129,129,14000,,False,Erro inesperado,0,,,False,0,0,0
camila.feitosa8428,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,camila.feitosa8428 0 0 86 86 215 215 Camila Oliveira,0,0,86,,False,Pública,0,,,False,0,0,0
barreira.ofc25,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,barreira.ofc25 134 134 6.427 6.427 558 558 Barreira Dos Campos-Pa📍 🌅 Barreira dos Campos - PA 🇧🇷 🏖️ Praia do Boto | Natureza & Diversão 🙌 Bem-vindos ao nosso paraíso! 📸 Registre e viva... mais Barreira Dos Campos-Pa📍 🌅 Barreira dos Campos - PA 🇧🇷 🏖️ Praia do Boto | Natureza & Diversão 🙌 Bem-vindos ao nosso paraíso! 📸 Registre e viva... mais 🌅 Barreira dos Campos - PA 🇧🇷 🏖️ Praia do Boto | Natureza & Diversão 🙌 Bem-vindos ao nosso paraíso! 📸 Registre e viva ... mais mais CANTÃO/RESORT🏨 🏨 POUSADAS🏠 CANTÃO/RESORT🏨 🏨 POUSADAS🏠,134,134,6427,,False,Pública,0,,,False,0,0,0
cristianosilva3050,,False,Seguir,0,fazendeeira.csv,2025-08-02,9,cristianosilva3050 0 0 34 34 269 269 Richard Silva,0,0,34,https://www.threads.com/@cristianosilva3050?xmt=AQF0padavEysqfXmOECMk5EqZ60kOQsXmDT-2mLYroOhcMs,False,Pública,0,,,False,0,0,0
mariac_lunaa,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,mariac_lunaa 2 2 1.547 1.547 877 877 luna 𝓜 . 𝑛𝑎𝑖𝑙𝑠 𝓜 . 𝑛𝑎𝑖𝑙𝑠,2,2,1547,,False,Pública,0,,,False,0,0,0
estheroliveiraof,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,estheroliveiraof 12 12 3.134 3.134 1.163 1.163 Esther Xavier 💐 🧒🏽 🤍 🧡 💋 🫶🏽 🫂 🩷 🐾 💚 🔥 🧒🏽 🤍 🧡 💋 🫶🏽 🫂 🩷 🐾 💚 🔥,12,12,3134,https://www.threads.com/@estheroliveiraof?xmt=AQF01FQe9Ezb8iMNjnC-R06wSadVQwls7pupwu6v91VcdHA,False,Pública,0,,,False,0,0,0
ps_lizzi,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,,11,11,1319,,False,Erro inesperado,0,,,False,0,0,0
jeangomesqraneguim,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,jeangomesqraneguim 28 28 814 814 2.122 2.122 Jean Gomes Jean Gomes Qra Neguim Operador De Escavadeira Hidráulica Concurseiro CBM MT👨🏽‍🚒 Concurseiro PM T0 🦅 CAC Atirador... mais Jean Gomes Qra Neguim Operador De Escavadeira Hidráulica Concurseiro CBM MT👨🏽‍🚒 Concurseiro PM T0 🦅 CAC Atirador ... mais mais,28,28,814,https://www.threads.com/@jeangomesqraneguim?xmt=AQF0Wx-BS_4M-C3RkgKZMHmdIJiGhqqogYsg0AbhilNCD7o,False,Pública,0,,,False,0,0,0
mmcecilliiaa,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,mmcecilliiaa 2 2 1.439 1.439 1.122 1.122 Maria Cecilia🪽 🇻🇦❤️‍🔥 vsco.co/mceciliabr1234,2,2,1439,,False,Pública,0,,,False,0,0,0
carolinealves__,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,carolinealves__ 3 3 1.705 1.705 930 930 Caroline,3,3,1705,https://www.threads.com/@carolinealves__?xmt=AQF0Vj_oNDHPtr6GO1VjmmTZkCMxls3nYjxdQ0XA4NsgOr4,False,Pública,0,,,False,0,0,0
branco.almeida.906,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,branco.almeida.906 1 1 152 152 703 703 Branco Almeida,1,1,152,https://www.threads.com/@branco.almeida.906?xmt=AQF0Gb2nyWEG3Gr3aNBGCYKkxbZU0XE5ISRMXTYaWJWL5w8,False,Pública,0,,,False,0,0,0
mariarochaar,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,mariarochaar 5 5 2.088 2.088 935 935 Maria C.❤️‍🔥,5,5,2088,,False,Pública,0,,,False,0,0,0
rodrig0_m4rtins,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,rodrig0_m4rtins 28 28 1.104 1.104 991 991 Rodrig0 M@rtins⚡️ • Medicina veterinária ⚕️ • Agronegócio 🌾 • 063📍 Rodrig0 M@rtins⚡️ • Medicina veterinária ⚕️ • Agronegócio 🌾 • 063📍,28,28,1104,,False,Pública,0,,,False,0,0,0
valdeir1,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,"valdeir1 119 119 2.963 2.963 2.078 2.078 Valdeir Benício 🌱 Vila Rica - MT/ Amarante - MA 🐄 🚜Sócio propietário ""Fazenda Benício"" 📓✏ Contador 🐄Gado de Corte 🐂 Valdeir Benício 🌱 Vila Rica - MT/ Amarante - MA 🐄 🚜Sócio propietário ""Fazenda Benício"" 📓✏ Contador 🐄Gado de Corte 🐂",119,119,2963,,False,Pública,0,,,False,0,0,0
joaogindrisalbego,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,joaogindrisalbego 15 15 182 182 311 311 João Batista Gindri Salbego,15,15,182,https://www.threads.com/@joaogindrisalbego?xmt=AQF0Gkj0f_CQYvXimzUzZDoyyKArP2StG-NGjMd_LjQx_YU,False,Pública,0,,,False,0,0,0
joycesz61,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,joycesz61 0 0 28 28 382 382 Joyce sz ♡´･ᴗ･`♡🐺,0,0,28,https://www.threads.com/@joycesz61?xmt=AQF0Z-v_0cJsBaNn0zWCYvaZTOmcjRUSLIfFfOr2hPOc_So,False,Pública,0,,,False,0,0,0
kamilly_silva_ofc,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,kamilly_silva_ofc 278 278 2.549 2.549 6.173 6.173 Kamilly Oliveira,278,278,2549,,False,Pública,0,,,False,0,0,0
vitorhugopereirasilverio,,False,Seguir,0,fazendeeira.csv,2025-08-02,4,vitorhugopereirasilverio 0 0 37 37 74 74 Vitor Hugo Pereira,0,0,37,,False,Pública,0,,,False,0,0,0
valdivinoaquinode,,False,Seguir,0,fazendeeira.csv,2025-08-02,6,valdivinoaquinode 17 17 90 90 569 569 Valdivino Aquino de Oliveira,17,17,90,,False,Pública,0,,,False,0,0,0
__jamily_marques,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,0 0 794 794 977 977 __jamily_marques,0,0,794,https://www.threads.com/@__jamily_marques?xmt=AQF0QgM0AexxNq78PMhnsN7Edrnp8o3dU-FjDlLnPjz5gfI,False,Pública,0,,,False,0,0,0
menezes.lucinete,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,,39,39,1037,,False,Erro inesperado,0,,,False,0,0,0
vivi_17_0,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,"vivi_17_0 0 0 103 103 210 210 Jhulya Vitória Do today what cannot be left for tomorrow, tomorrow may be too late",0,0,103,https://www.threads.com/@vivi_17_0?xmt=AQF0oe-_WBZorG-ntsd1H4D028uHpdXYyVKQXFdeY8ddBZg,False,Pública,0,,,False,0,0,0
gleicielyrodriguesmorais,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,gleicielyrodriguesmorais 221 221 405 405 651 651 Gleiciely Rodrigues morais,221,221,405,,False,Pública,0,,,False,0,0,0
ingrid_cristina9,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,ingrid_cristina9 84 84 173 173 2.290 2.290 Ingrid,84,84,173,https://www.threads.com/@ingrid_cristina9?xmt=AQF0tRw_I537AM4zpyA0kx5QaPtOMxSaEqxIwmsFJaHnmp4,False,Pública,0,,,False,0,0,0
anylc__,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,anylc__ 38 38 1.043 1.043 2.187 2.187 anylopes 🖤 💅 Vida🤍 💙 🌤️ 💪🏋️‍♀️ Sobrinhos💙👩‍👧‍👦 🐾🐶 🖤 💅 Vida🤍 💙 🌤️ 💪🏋️‍♀️ Sobrinhos💙👩‍👧‍👦 🐾🐶,38,38,1043,,False,Pública,0,,,False,0,0,0
natavia_fernandes,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,natavia_fernandes 217 217 3.897 3.897 1.658 1.658 Natavia Fernandes,217,217,3897,,False,Pública,0,,,False,0,0,0
rubendario1993,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,rubendario1993 31 31 424 424 1.818 1.818 Ruben Garcia Nunca fue fácil nada para mi. ING. Informática. UPE,31,31,424,https://www.threads.com/@rubendario1993?xmt=AQF0_xIKdDsPZrkz_Iozx2XsZG6uecWD5avgB2XeFa0Zpzs,False,Pública,0,,,False,0,0,0
ellyana_araujo_007,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,ellyana_araujo_007 0 0 974 974 699 699 Ellyana_araujo Blog pessoal Marabá 18 years old 11/02/2024 🖤🕊️ Ellyana_araujo Blog pessoal Marabá 18 years old 11/02/2024 🖤🕊️,0,0,974,,False,Pública,0,,,False,0,0,0
karoliny_gass,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,karoliny_gass 78 78 1.332 1.332 3.130 3.130 Ana Caroliny,78,78,1332,https://www.threads.com/@karoliny_gass?xmt=AQF083FPEVqkb4wJre93uFrrYZ4BpX2nSeFFdqKaQkqhnmg,False,Pública,0,,,False,0,0,0
__pedrovale,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,__pedrovale 0 0 1.034 1.034 1.312 1.312 𝑷𝒆𝒅𝒓𝒐 𝑯𝒆𝒏𝒓𝒊𝒒𝒖𝒆🪶 . 𝑷𝒆𝒅𝒓𝒐 𝑯𝒆𝒏𝒓𝒊𝒒𝒖𝒆🪶 .,0,0,1034,,False,Pública,0,,,False,0,0,0
lidia.ssv,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,lidia.ssv 4 4 194 194 474 474 𝓢𝒾𝓭𝒾𝓪,4,4,194,,False,Pública,0,,,False,0,0,0
_geehmoreira,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,_geehmoreira 63 63 995 995 3.478 3.478 Geilton Moreira Criador(a) de conteúdo digital S.C.C.P ⚫⚪ Pai Das Princesas Helena e Ana Clara ♥ 🇧🇷 💪🏾🔱 011/073 Geilton Moreira Criador(a) de conteúdo digital S.C.C.P ⚫⚪ Pai Das Princesas Helena e Ana Clara ♥ 🇧🇷 💪🏾🔱 011/073 GYM 🔱 Destaques GYM 🔱 Destaques,63,63,995,,False,Pública,0,,,False,0,0,0
the_squatchbox,,False,Seguir,0,fazendeeira.csv,2025-08-02,7,"the_squatchbox 186 186 718 718 41 41 Ali-Reza ""XXL Credibility"", Bishop, Ph.D. Between 1776 and Minarchy, USA Founder, Club Foot Cane Club Cryptid, Horophile, Polymath Ali-Reza ""XXL Credibility"", Bishop, Ph.D. Between 1776 and Minarchy, USA Founder, Club Foot Cane Club Cryptid, Horophile, Polymath Hangout Humor",186,186,718,,False,Pública,0,,,False,0,0,0
cristinaarrabal0612,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,,0,0,0,,False,Não encontrado,0,,,False,0,0,0
wendellwilliansoficial,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,wendellwilliansoficial 0 0 1.349 1.349 1.777 1.777 Wendell W Oliveira A paz começa quando você deixa de criar expectativas sobre o que você não pode controlar... Wendell W Oliveira A paz começa quando você deixa de criar expectativas sobre o que você não pode controlar...,0,0,1349,,False,Pública,0,,,False,0,0,0
ehnzo_reis,,False,Seguir,0,fazendeeira.csv,2025-08-02,5,ehnzo_reis 17 17 371 371 486 486 Ehnzo Benevides Reis Blogueiro(a) 📍TO🇧🇷 • Eng. Agrônomo Ehnzo Benevides Reis Blogueiro(a) 📍TO🇧🇷 • Eng. Agrônomo 🇧🇷 JETTÃO🔥 ER 🇧🇷BIG WHITE 🇧🇷 🇧🇷 JETTÃO🔥 ER 🇧🇷BIG WHITE 🇧🇷,17,17,371,,False,Pública,0,,,False,0,0,0
byanca._moreira,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,byanca._moreira 0 0 687 687 689 689 Byanca,0,0,687,,False,Pública,0,,,False,0,0,0
nazarcent,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,nazarcent 0 0 788 788 824 824 Nazareno Centa Destaques,0,0,788,https://www.threads.com/@nazarcent?xmt=AQF08J577hPGgzKRWkt8QM6H0tHDdJYUTfgaIcROGKrnvhc,False,Pública,0,,,False,0,0,0
stefany_vitalino,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,Gregório stefany stefany_vitalino 141 141 3.654 3.654 1.476 1.476 stefany Gregorio🦋 Blog pessoal Abençoada por Deus 🙏🏼 manicure💅 maquiagem |sobrancelhas☆ com horário marcado. S reposição♡ ☆☆ ❣️ 💅 🩶 ☆ ♡ cantinho🙏🏼 ✝️ . endereço 💅 café casa de mãe♡ S reposição♡ ☆☆ ❣️ 💅 🩶 ☆ ♡ cantinho🙏🏼 ✝️ . endereço 💅 café casa de mãe♡,141,141,3654,https://www.threads.com/@stefany_vitalino?xmt=AQF0OBCkheSIgzNJblmgpWXw_u3aF5VdvXTzkq3nqVRyBPU,False,Pública,0,,,False,0,0,0
nel.azevedotrg,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,nel.azevedotrg 80 80 1.466 1.466 2.932 2.932 Nel Barros ☆Deus acima de todos. ☆ Mãe da Maria Regina. ☆Terapeuta TRG. ☆ Psicanalista. ☆ Cristã Nel Barros ☆Deus acima de todos. ☆ Mãe da Maria Regina. ☆Terapeuta TRG. ☆ Psicanalista. ☆ Cristã 🖤🖤🖤 lembranças 💗 comidasII momentos comidas 7.31 Weekend 🖤🖤🖤 lembranças 💗 comidasII momentos comidas 7.31 Weekend,80,80,1466,,False,Pública,0,,,False,0,0,0
cleitonborgesdovale,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,cleitonborgesdovale 9 9 180 180 365 365 Cleuton Borges Do Vale,9,9,180,https://www.threads.com/@cleitonborgesdovale?xmt=AQF0MEQK3dJYpnBh8DLfFa9CMTDHL2savdAeh0DnnzbEyKE,False,Pública,0,,,False,0,0,0
sandra_sawer_1998,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,sandra_sawer_1998 33 33 1.723 1.723 1.457 1.457 Sandra_Sawer🦋💜 Blog pessoal ✝️IEAD Missão 📊 Cursando Administração ✝️♥️POR ELE firt place GOD the rest will be added UMADEMVIR 🛐♥️ 🤤❤️ 🌱🦋 Oi Deus 💭💜 Eu ❣️ Adorar é tudo ♥️ UMADEMVIR 🛐♥️ 🤤❤️ 🌱🦋 Oi Deus 💭💜 Eu ❣️ Adorar é tudo ♥️,33,33,1723,https://www.threads.com/@sandra_sawer_1998?xmt=AQF0CA0aLwKoYaGIWJ0k1nm02WBdKXVimz47F7C1HfaF1Aw,False,Pública,0,,,False,0,0,0
selmagomes2k24,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,selmagomes2k24 20 20 541 541 1.019 1.019 Selma Gomes Dos Santos 🎈 Selma Gomes 📍Água Boa 🦋Amor Próprio ✨️Solteira ✨️,20,20,541,https://www.threads.com/@selmagomes2k24?xmt=AQF0UWq7PreRvDHibAJYRufKWaeGiorqB0V5BWnclSHmfsk,False,Pública,0,,,False,0,0,0
renatavmtbg,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,renatavmtbg 633 633 7.199 7.199 2.980 2.980 Renata Blog pessoal 👨‍👩‍👧Mãe |Esposa |Pecuarista 🍀Fazenda Mariana 🙌Protege -me como a menina dos teus olhos; esconde-me á sombra de tuas... mais 👨‍👩‍👧Mãe |Esposa |Pecuarista 🍀Fazenda Mariana 🙌Protege -me como a menina dos teus olhos; esconde-me á sombra de tuas ... mais mais Destaques Escola Rural Vida da roça Silvio e Renata Destaques Fazenda Mariana Destaques Escola Rural Vida da roça Silvio e Renata Fazenda Mariana,633,633,7199,https://www.threads.com/@renatavmtbg?xmt=AQF0DdzebrSNwRNSaQF5ZRYGSJ8jwXDTlSW5v2fwhzqCPc0,False,Pública,0,,,False,0,0,0
brunogmf_,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,brunogmf_ 48 48 2.420 2.420 1.499 1.499 Bruno Felix 26 MA Process Engineer ⚙️ www.youtube.com/watch?v=28MLXWAmkyY,48,48,2420,,False,Pública,0,,,False,0,0,0
maanu_vn,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,maanu_vn 3 3 728 728 657 657 Manu💗 MT🇧🇷 galatas 2:20❤️‍🔥✝️ vsco.co/vnmaanu,3,3,728,,False,Pública,0,,,False,0,0,0
s3bam3n3s3s,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,s3bam3n3s3s 100 100 471 471 1.923 1.923 Sebastian Meneses Colombia NY city Xochimilco st. Patrick's train Niagara NY HB to me Highlights Highlights Highlights Colombia NY city Xochimilco st. Patrick's train Niagara NY HB to me Highlights,100,100,471,,False,Pública,0,,,False,0,0,0
karyna_benicio,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,karyna_benicio 340 340 2.841 2.841 974 974 Karyna Alves ... mais mais Seguido(a) por laisagabriela_ e vanilsonmartins10 laisagabriela_ vanilsonmartins10,340,340,2841,,False,Pública,0,,,False,0,0,0
rodrigocasseti,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,rodrigocasseti 49 49 1.048 1.048 4.144 4.144 Rodrigo Cassétti Destaques,49,49,1048,https://www.threads.com/@rodrigocasseti?xmt=AQF0BtnrgFeb2o2ykmMO9MkjhJpBrEIaaQSF3ZbBjuFTcMM,False,Pública,0,,,False,0,0,0
camila80041,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,camila80041 1 1 451 451 979 979 Camila Canarana MT 🏠 💫,1,1,451,https://www.threads.com/@camila80041?xmt=AQF0wiLEJSPolEB465Fq-xuWueXLX3dUhec8CO1GCmUQjYw,False,Pública,0,,,False,0,0,0
yasminsalesse,,False,Seguir,0,fazendeeira.csv,2025-08-02,4,"yasminsalesse 366 366 4.239 4.239 1.138 1.138 Yasmin Paula Ferreira Blogueiro(a) Família 👨‍👩‍👦. Deus no comando ✝️✡️. Moda plus size,provadores, 📸🎥📲🧳 influenciar mulheres reais Empoderar independente... mais Yasmin Paula Ferreira Blogueiro(a) Família 👨‍👩‍👦. Deus no comando ✝️✡️. Moda plus size,provadores, 📸🎥📲🧳 influenciar mulheres reais Empoderar independente... mais Família 👨‍👩‍👦. Deus no comando ✝️✡️. Moda plus size,provadores, 📸🎥📲🧳 influenciar mulheres reais Empoderar independente ... mais mais",366,366,4239,,False,Pública,0,,,False,0,0,0
brenna_siilva,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,brenna_siilva 369 369 2.354 2.354 4.596 4.596 Brenna Siilva Sou filha do Deus Altíssimo 🙌🥹🙏 Mamãe do Antônio Eduardo💙 Stz🔄 Vila Rica Farmácia 5/10 👩‍🔬❤... mais Sou filha do Deus Altíssimo 🙌🥹🙏 Mamãe do Antônio Eduardo💙 Stz🔄 Vila Rica Farmácia 5/10 👩‍🔬❤ ... mais mais Antonio Eduardo ❤ Amor da Mamãe❤ Renovo🙏 Mae❤️ Amor❤️ Destaques Destaques Destaques Antonio Eduardo ❤ Amor da Mamãe❤ Renovo🙏 Mae❤️ Amor❤️ Destaques,369,369,2354,https://www.threads.com/@brenna_siilva?xmt=AQF0ljvX20D2keqFr-Crn1myBrZP6PVFaiag3c8aJEnxnt0,False,Pública,0,,,False,0,0,0
aline_barbosaa12,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,aline_barbosaa12 75 75 2.295 2.295 2.013 2.013 Aline Barbosa 2003 • Tocantins Vivendo intensamente 💫 Seguido(a) por sofiasoaresduarte sofiasoaresduarte,75,75,2295,,False,Pública,0,,,False,0,0,0
julianaamartiins_,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,"julianaamartiins_ 65 65 27 mil 27 mil 3.057 3.057 Juliana 🪬🧿🦋✨️ ""É justo que muito custe o que muito vale"" ▪︎ • ▪︎ •",65,65,27000,https://www.threads.com/@julianaamartiins_?xmt=AQF0slyD6T52yosQVYrEmtZHNlEWDQ0AeV-evZFnxtDCsZw,False,Pública,0,,,False,0,0,0
elizeurossoni,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,elizeurossoni 2 2 942 942 1.167 1.167 Elizeu Rossoni,2,2,942,https://www.threads.com/@elizeurossoni?xmt=AQF03bDulo-fDMQp_8i3xaDHgfJN5ItIaG_wBZwteTW_v8o,False,Pública,0,,,False,0,0,0
elpotro078,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,elpotro078 1.203 1.203 1.138 1.138 3.643 3.643 Enmanuel Beltre Diaz Los caballos el temor de mi madre la envidia de mi perro y el orgullo de mi pueblo 🐴🐴🧑🏾‍🌾🧑🏾‍🌾🧑🏾‍🌾😍❤️....!!!,1203,1203,1138,https://www.threads.com/@elpotro078?xmt=AQF0Hl2P7kg3tx0Ir5G1pSvLk-0Whu646bpk4DqgefWWY94,False,Pública,0,,,False,0,0,0
leandro_landim18,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,leandro_landim18 0 0 285 285 1.276 1.276 Leandro Almeida,0,0,285,https://www.threads.com/@leandro_landim18?xmt=AQF06-moASB7YKg2PmQQoAMrprlcjILRHMALjO-JITUfbXU,False,Pública,0,,,False,0,0,0
poxx.anany._,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,poxx.anany._ 18 18 1.220 1.220 697 697 rihanne ferreira Blogueiro(a) lilica 🐈 lua 🐈 •R . momentos niver de 15 💅🏼 lilica 🐈 lua 🐈 •R . momentos niver de 15 💅🏼,18,18,1220,https://www.threads.com/@poxx.anany._?xmt=AQF0dsHyxs55Dr-Le8uhWRZOluHq2ckvm3GV0zs0O9qLkFk,False,Pública,0,,,False,0,0,0
nercyaneribeiro,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,nercyaneribeiro 22 22 1.248 1.248 3.048 3.048 Nercyane Cristã Rhayane ❤️Isadora❤ Palmas -TO,22,22,1248,https://www.threads.com/@nercyaneribeiro?xmt=AQF0kiVcc6brpgjjOg8Dv9Rp4qDfwnFkJk49xOEL2w1EFSw,False,Pública,0,,,False,0,0,0
rda_eletricidade,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,"rda_eletricidade 148 148 11,6 mil 11,6 mil 735 735 Renato Anjos RDA_ELETRICIDADE",148,148,11600,,False,Pública,0,,,False,0,0,0
larissa.barbosa28,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,larissa.barbosa28 21 21 1.990 1.990 1.897 1.897 Larissa Barbosa de Jesus Ribeiro PA/MT 📍🔒 Administração 📊 AGR | Certificado Digital -👩🏻‍💻 Buscando a paz em meio ao caos 🧘🏽‍♀️🎻 🏃🏻‍♀️💞🌎🇧🇷 Larissa Barbosa de Jesus Ribeiro PA/MT 📍🔒 Administração 📊 AGR | Certificado Digital -👩🏻‍💻 Buscando a paz em meio ao caos 🧘🏽‍♀️🎻 🏃🏻‍♀️💞🌎🇧🇷 25 ♾️ 🌸 PA 24 😍 👶❤️ 🎻 🏃🏻‍♀️ 🖇 👨‍👩‍👧‍👦🏠 🐾🐶 PA 22/23📍 22/23🎈 25 ♾️ 🌸 PA 24 😍 👶❤️ 🎻 🏃🏻‍♀️ 🖇 👨‍👩‍👧‍👦🏠 🐾🐶 PA 22/23📍 22/23🎈,21,21,1990,,False,Pública,0,,,False,0,0,0
karenbrandt_,,False,Seguir,0,fazendeeira.csv,2025-08-02,3,karenbrandt_ 0 0 1.046 1.046 993 993 karen brandt 𓃮 karen brandt 𓃮,0,0,1046,,False,Pública,0,,,False,0,0,0
taylorsoliveira,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,taylorsoliveira 23 23 980 980 1.160 1.160 Taylor ㅤ,23,23,980,https://www.threads.com/@taylorsoliveira?xmt=AQF0ZZYXOKElRvbqc8TyW1b-t-qQf6Q5wZ5bP4n17ZvFt80,False,Pública,0,,,False,0,0,0
_laura.bianka_,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,_laura.bianka_ 26 26 2.509 2.509 226 226 Laura Bianca Da Silva 📍MT Laura Bianca Da Silva 📍MT,26,26,2509,,False,Pública,0,,,False,0,0,0
estevao8418,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,estevao8418 25 25 759 759 1.831 1.831 Adriano Estevao,25,25,759,,False,Pública,0,,,False,0,0,0
albertoadrianoribeiro,,False,Seguir,0,fazendeeira.csv,2025-08-02,2,albertoadrianoribeiro 0 0 53 53 533 533 Alberto Adriano Ribeiro,0,0,53,,False,Pública,0,,,False,0,0,0
geovana.biliski,,False,Seguir,0,fazendeeira.csv,2025-08-02,1,geovana.biliski 0 0 1.583 1.583 1.040 1.040 Geovana Biliski live a life you will remenber.⏳️ vsco.co/biliski- g' 🤍 Dama💕 Caramelo💙 g' 🤍 Dama💕 Caramelo💙,0,0,1583,https://www.threads.com/@geovana.biliski?xmt=AQF02x7G3fM79oY4bc2Vd4uMTwcBpsr-yGoUrDCiQ6bjvLE,False,Pública,0,,,False,0,0,0
